date,fear_count,greed_count,daily_greed_score,keyword_candidates,keyword_in_window,error,next_trading_date,next_day_ret_pct,next_day_abs_ret_pct
2026-02-26,42,89,67.9389,849,426,,2026-02-27,-1.0010691871955468,1.0010691871955468
